train_acc,val_acc,log_file
0.770103,0.662338,/home/workspace/data/decoar2_nn_latents[7][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_5_512.log
1.000000,0.655844,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.1000_0.0001_10_512.log
1.000000,0.655844,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_5_1024.log
1.000000,0.655844,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_10_512.log
1.000000,0.655844,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_5_1024.log
1.000000,0.655844,/home/workspace/data/decoar2_nn_latents[2][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_10_1024.log
1.000000,0.655844,/home/workspace/data/decoar2_nn_latents[2][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_10_512.log
1.000000,0.655844,/home/workspace/data/decoar2_nn_latents[4][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_5_512.log
1.000000,0.655844,/home/workspace/data/decoar2_nn_latents[4][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_2_1024.log
1.000000,0.655844,/home/workspace/data/decoar2_nn_latents[6][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_10_1024.log
1.000000,0.655844,/home/workspace/data/decoar2_nn_latents[8][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_10_1024.log
1.000000,0.655844,/home/workspace/data/decoar2_nn_latents[8][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_10_512.log
1.000000,0.655844,/home/workspace/data/decoar2_nn_latents[10][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_5_512.log
0.996907,0.655844,/home/workspace/data/decoar2_nn_latents[11][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_512.log
0.920619,0.655844,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_512.log
0.891753,0.655844,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_512.log
0.865979,0.655844,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_5_1024.log
0.864948,0.655844,/home/workspace/data/decoar2_nn_latents[6][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_1024.log
0.856701,0.655844,/home/workspace/data/decoar2_nn_latents[6][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_512.log
0.849485,0.655844,/home/workspace/data/decoar2_nn_latents[7][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_1024.log
0.849485,0.655844,/home/workspace/data/decoar2_nn_latents[10][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_10_1024.log
0.821649,0.655844,/home/workspace/data/decoar2_nn_latents[12][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_512.log
